sep=<tab>
1852	ת.ד 13125 פנקס 20 , נתניה	ניסידן נתניה שירותי רכב בע מ	09-8622262
1853	מבצע קדש 60 , בני ברק	י.מ. צמיגים בע מ	03-5704365
1854	דרך לוד 5 , אור יהודה	א. יוסף  פחחות וצבע בע מ	04-6340096
1855	החרש , תל אביב -יפו	אגד אגודה שיתופית בע מ	03-6383930
1856	ברוך הירש 2 , בני ברק	זהבי שמעון חשמל הברון	03-6185327
1857	היצירה 3 ת.ד 2447 , רעננה	מוסך היצירה רעננה בע מ	09-7461241
1858	ריבל 31 , תל אביב -יפו	מוסך אורן את חנן בע מ	03-6873767
1859	סגולה 42 , פתח תקווה	שרותי רכב אהרון כחלון 99 בע מ	050-5539713
1860	עמל 6 , נתניה	סטופ ביג ליס קאר בע מ	050-768787
1861	כביש ראשי , טירה	מוסך עבד - גאבר רידא	050-3690487
1862	היצירה 17 א.ת , רעננה	שלמה רדיאטורים ואגזוזים	052-2451143
1863	השיש 3 ת.ד. 13798 , נתניה	מוסך אסולין דוד	09-8614060
1864	המסגר 7 , בת ים	מוסך השושנים יצחק יברגימוב	03-5526185
1865	עמל 2 ק.אריה ת.ד 3790 , פתח תקווה	דורון לוי מוסך סובארו פת	03-9234978
1866	המלאכה 53 , חולון	ש.צ מוסך דרור בע מ	03-5598365
1867	הרצל 132 , תל אביב -יפו	ממסי שרותי דרך וגרירה בע מ	03-6821702
1868	המלאכה 52 , חולון	מוסך א.ש.ר.כהן	03-5592232
1869	לבנדה 42 , תל אביב -יפו	נג'ארי אבי מוסך מושון	03-6877783
1870	הרקון 5 , רמת גן	מייזל את מאיר מוסך נירון	03-7515416
1871	שונצינו 15 , תל אביב -יפו	מוסך אבי צלח שרותי רכב בע מ	03-6877439
1872	אבולפיה 13 , תל אביב -יפו	טלבי רפי אקסטרא בלמים	03-6824653
1873	ת.ד 12582 משכית 15 , הרצלייה	גלעד עוזניאלי מוסך ושדי	03-9589181
1874	ברוך הירש 4 , בני ברק	בינסטי יהודה ספידומטרים	03-5781379
1875	הסדנא 3 , רעננה	אדוט דני הצמיגים	09-7425121
1876	העצמאות 1 , יהוד	ריעני גיל סופר רדיאטור-אגזוז	03-5360726
1877	פנקס 9 , נתניה	שיא סוכנויות רכב שחודה 2000 בע מ	052-4686355
1878	דרך בן צבי 38 , תל אביב -יפו	מוסך באגם בע מ	03-6827436
1879	הפטיש 6 אזה ת ב' נס ציונה , נס ציונה	מימון ברוך מכונאות רכב	08-9401352
1880	בן אביגדור 13 , תל אביב -יפו	קקון שמעון מוסך שמעון	03-5611439
1881	היצירה 17 א ת , ראש העין	שלמה גורן מוסך געש	03-9382198
1882	ת.ד 7111 , טייבה	חג' יחיא עימאד חשמל רכב	09-7995393
1883	טירה ת.ד 290 מתחת לגשר , טירה	פואד חטיב מוסך פואד חטיב	09-7939758
1884	טייבה משולש ת.ד 1707 , טייבה	עזאם חמזה פחחות רכב	052-4822593
1885	בן ציון גיליס 42 סגולה , פתח תקווה	גזלה יעקב מוסך הכח	03-9309496
1886	ישראל בק 32 , תל אביב -יפו	י.נ.מ מוסך בע מ	03-5614846
1887	המסגר 1 , כפר סבא	פרוטק - סטניסלב סופלידי	09-7755072
1888	ת.ד 2062  יוחנן הסנדלר 17 , כפר סבא	מוסך רביע  2009 בע מ	09-7657515
1889	היצירה 37 , רחובות	משה סויסה מוסך סתיו	08-9467114
1890	שרת 23 , ראשון לציון	הילוך שישי מערב ראשון בע מ	052-2092700
1891	ת.ד 535 המיסב 5 , יבנה	תבור בני מוסך החוף בע מ	08-9436452
1892	הסוללים 8 , תל אביב -יפו	טיפ טופ פחחות רכב בע מ	053-7611472
1893	שנקר 26 , פתח תקווה	צמיגי יוסי זוארץ (1994) בע מ	050-8106810
1894	הבנאי 11 , חולון	חסן את אברהים מוסך שבח	03-5591414
1895	תל גבורים 46 , תל אביב -יפו	מוסך דוד יצחק ובניו בע מ	03-5187964
1896	אשדוד 6 יפו , תל אביב -יפו	בר דוד מנחם מוסך מנדו	03-6810872
1897	המנופים 5 , הרצלייה	צמיגי איתן כחלון הרצליה בע מ	03-9547515
1898	יצחק שדה 5 , תל אביב -יפו	חיו יחזקאל מוסך אמיר וחזי	03-5611987
1899	הירקון 21 , בני ברק	א-קוזוקרו מוסך כללי בע מ	052-2590803
1900	המשביר 20 , חולון	צרפתי יהודה וישראל בעמ	03-5569536
1901	המכבים   25 , פתח תקווה	קלארק ויקטור אומן הרכב	03-9130086
1902	הירדן 28 , בני ברק	יעקב ישראל מוסך ישראל	03-6166441
1903	בית אלפא 9 , תל אביב -יפו	מוטו פיקס בע מ	03-6188097
1904	יגאל אלון 129 , תל אביב -יפו	כהן אברהם מוסך איי סי נחלת יצחק	03-5366425
1905	תובל 15 , רמת גן	טל קדם אופנועי הבורסה	03-7515308
1906	ת.ד 13081  פנקס 22 , נתניה	י. א. זגגות רכב יוסי בע מ	09-8620939
1907	משה בקר 32 , ראשון לציון	מוסך גולי בע מ	03-9659395
1908	גנוסר 4 , תל אביב -יפו	פניני משה מוסך פניני	03-6918976
1909	רח' 24/1243 , תל אביב -יפו	גלאובך אפריים מוסך גלאובך	03-6392374
1910	גנוסר 4 נחלת יצחק , תל אביב -יפו	מרכז איילון ר.ד 89 בע מ	03-6919025
1911	זאב בלפר 35 , כפר סבא	דנאור רון בע מ	03-5620708
1912	פלוטיצקי 3 , ראשון לציון	וויס אברהם מוסך גחלת	03-9692085
1913	שונצינו 25 , תל אביב -יפו	גולן סלומון גולן אופנועים	03-5610132
1914	גיסין 64 , פתח תקווה	ויקטור ספידומטרים	03-9226797
1915	שפע טל 6 , תל אביב -יפו	מוסך גלית בע מ	03-5626639
1916	שנקר 18 ק. אריה , פתח תקווה	שחק א.ב מוסכים בע מ	03-9242820
1917	הנגר 1 , כפר סבא	שן יצחק - מוסך צ'יקו שרותי רכב	052-8285577
1918	א. תעשיה טייבה ת.ד 5820 , טייבה	עזאם ג'מיל צבעי רכב האומן	09-7995302
1919	בקר משה 18 , ראשון לציון	כהן ארז אגזוזים	03-9643086
1920	ת.ד 2052  התעש 17 , כפר סבא	מוסכי השרון מכון שנהב בע מ	09-7662888
1921	מודעין 4 א.תעשיה טלרד )לוד( , לוד	מוסך בסון מ.מ. פחחות וצבע בע מ	08-9241738
1922	היצירה 20 , רחובות	א.ר. ניר רחובות בע מ	08-9361787
1923	סגולה צבי ברגמן 17 , פתח תקווה	וויט טורבו ישראל בע מ	03-9131888
1924	פרימן 5 . , ראשון לציון	מוסך מאיה בע מ	03-9677755
1925	נחושתן 11 ד יבנה , רחובות	מוסך הכוכב )י.א.ל( בע מ	08-9363330
1926	טירה ת.ד 113 , טירה	קאסם גאסן צבעות רכב	04-583732
1927	טייבה  א. תעשיה , טייבה	עאזם נור מוסך נור מוטורס	052-5045539
1928	ת.ד 619 , טייבה	יאסין אחמד זגגות רכב טייבה	052-4285369
1929	החרושת 11 , רמת השרון	שמח גדעון מוסך שמח	052-2503839
1930	ברוך הירש 32 , בני ברק	צמח בני מוסך איטליה	03-5702202
1931	שרירא גאון 6 , תל אביב -יפו	אלון יעקב מוסך איתן	03-6823220
1932	הנפח 8 ת ד 1715 , חולון	קבוצת שגריר שרותי רכב בע מ	03-5578870
1933	כביש 24 ת.ד 2590 , טירה	פדילה גיהד קפיצי גינגי	03-7935132
1934	רחוב 20/1243 שכ' הרכבת , תל אביב -יפו	יהודה שאול מוסך שאול	03-6395511
1935	ת.ד. 1216 , קלנסווה	קבוצת השלום בני מוחמד מוסא בעמ	050-7899882
1936	האורגים 15 , בת ים	קליש דודי מוסך הדלק לקרבורטורים	03-5535088
1937	אימבר 33 , פתח תקווה	כלמוביל בע מ	03-9180202
1938	א.ת חדש טייבה , טייבה	קפיצי חמאדה וליד - פדילה חמאדה	050-4741811
1939	הירקון 21 , בני ברק	אבנר את גדעון מוסך א.ג.	03-6198715
1940	הכדר 26 , נתניה	רחום גולן שרותי רכב	09-8874567
1941	שמוטקין 8 , א.ת. ישן , ראשון לציון	אוזן עזרא תיקון תקרים	03-9692511
1942	ת.ד. 2611 , כפר קאסם	ג'ודה רמדאן פנצרית כפר קאסם	03-9071578
1943	רח' 1243 מס' 28 שכ' הרכבת , תל אביב -יפו	ניסים מאיר מוסך הנכון	03-6394554
1944	הנגר 1 ת.ד 2011 א.ת , כפר סבא	מוסך בילי בע מ	09-7678128
1945	מרכוס 9 , פתח תקווה	יורם בן עמי שרותי רכב סגולה	054-4646688
1946	נחושתן 4 א תעשיה , רחובות	טכנו אור שרותי חשמל לרכב בעמ	08-9461484
1947	קלאוזנר 17 , רמלה	מוגרבי גיהאד פנצרית האחים	08-9216371
1948	הירקון 75 , בני ברק	מוסך איציק פחחות רכב	050-6556969
1949	ת.ד 560 , כפר קאסם	צרצור יוסף ובניו מוסך ההדרכה	053-7430420
1950	ת.ד 3521 , טייבה	מוסך עלי עבד אלקאדר בע מ	09-7993746
1951	גיסין 64 ת.ד 3151 אמיל זולה , פתח תקווה	צמיגי אם המושבות בע מ	03-9232674
1952	סמטת התבור 8 , פתח תקווה	ברנובסקי ויצסלב  קאר פור יו בע מ	054-5930359
1953	המסגר 7 , בת ים	צמיגי בועז בע מ	03-5531913
1954	מיקוניס 6 , תל אביב -יפו	שלמה שקורי מוסך הודיה	03-6871197
1955	חשמונאים 32 בני ברק , בני ברק	סממה את מעדני מוסך התומר	052-2452218
1956	ת.ד 8104 , טייבה	בלעום עבד אלכרים - מוסך עטאלה	09-7994594
1957	שמוטקין 20 , ראשון לציון	.צלאל רועי גלגלי העיר	03-9654610
1958	התעש 11 , כפר סבא	חב המזרח לשיווק מכוניות 1994 בעמ	09-76801477
1959	רח' סולטני ת.ד.52 , כפר קאסם	בדיר סעד מוסך דיב	03-9071589
1960	המזמרה 2 א.ת. ב' , נס ציונה	זלקוביץ יעקב רדיאטורים אגזוזים	08-9301752
1961	מול מחצבת טייבה , טייבה	א-א- ג'ברה מרעי בע מ	053-5366927
1962	האצל 10 , ראשון לציון	מרכז שרות תכלת בע מ	03-6238000
1963	ת ד 13323 א.ת.צפוני פרת 2 יבנה , יבנה	בוריס רפי רם מוסך מכונאות	08-9436725
1964	יד חרוצים 5 , הרצלייה	א.ה.ק. האחים בע מ	09-9566708
1965	בזל 2 ת.ד.4186 , פתח תקווה	עמרם עזרא מיזוג אויר לרכב	03-9247018
1966	המרץ 4 , פתח תקווה	מאיה את לייבה מוסך קינג קארס	03-9236343
1967	יד חרוצים 5 , הרצלייה	חסין נפתלי מוסך השרון	03-9558006
1968	יד חרוצים 5 , הרצלייה	בלו אליהו מוסך השרון )צבעות(	03-9558006
1969	א.תעשיה מושב שילת , שילת	מוסך גיל ניב בעמ	08-9765712
1970	טירה המשולש ת.ד 4123 , טירה	חאסקיה עאדל חשמל רכב	050-8660029
1971	הרצל 154 , תל אביב -יפו	דרור נחום דרור אופנועים	03-6813359
1972	הפלד 26 , חולון	ר.ס פחחות וצבע בהנהלת רומן	03-5560974
1973	הנגב 16 , תל אביב -יפו	ד ר פח וצבע בע מ	03-6878811
1974	המסגר 2 א.ת נווה מגן , רמת השרון	מרק דב מוסך ביג מוטור	03-5408362
1975	האורגים 5 , יבנה	ואזנה יהודה מוסך הדר	08-9328076
1976	העבודה 14 , ראש העין	בוזגלו מיכאל מוסך המילניום	03-9380595
1977	ברוך הירש 20 , בני ברק	אסולין מרדכי מוסך מוטי דוכי	050-5290660
1978	היצירה 12 , רמת גן	הן כדורי צמיגי רמת גן	03-5756336
1979	ד.נ עמק שורק , יסודות	איסמעיל מוסך יסודות	08-9372232
1980	שניצלר 3 , תל אביב -יפו	מוסך מ.א.ש שרותי רכב בע מ	03-6471284
1981	האורגים 5 , יבנה	מוטאי דוד חשמלאות רכב	08-9426577
1982	קנטור 5 ק.שלום , תל אביב -יפו	אהרון יצחק חשמלאות רכב	03-6881611
1983	ת.ד 215 כביש 24 , טירה	אמיר מחמוד דעאס - צמיגי דעאס	050-8561669
1984	בית עובד 12 , תל אביב -יפו	אדר אשר מוסך סייר	03-6884429
1985	שכונת יחד מול גבעת ברנר , קריית עקרון	כהן דני מוסך יחד	08-9411668
1986	הברוש 43 , נווה ימין	מוסך ליעד שחר בע מ	09-7656592
1987	רח הראשונים ת.ד. 43 , עין ורד	חיימוביץ ליאת-פוגזי מרכז לטרקטור	09-7961723
1988	אבא הילל סילבר 8 , לוד	וחידי סוהיל צמיג השפלה	08-9228281
1989	ריבל 4 , תל אביב -יפו	צמיגי הקניון אסייג 1999 בע מ	03-5374708
1990	צומת בילו ד.נ רחובות , רחובות	מולטי ריטייל גרופ בע מ	08-9350930
1991	שכונת יחד דאר רחובות , רחובות	מזרחי אודי מוסך אודי	08-9410839
1992	דרך המכבים 56 אזה ת ראשל צ , ראשון לציון	טיק תק פאואר יזמות 2014 בע מ	03-9666778
1993	המשביר 18 , חולון	לונדון יעקב אומן מוטורס	03-5585510
1994	משה שרת 13 , ראשון לציון	מוסך ביטרן בע מ	03-9623228
1995	בן דוד 8 , ראשון לציון	אהוד בן נון מוסך בורדו	03-9506111
1996	העבודה18 , אור יהודה	ויקי אופנועים ויקטור טייאר	04-6349797
1997	הסדנא 2 תד 6588 , פתח תקווה	רפי מזרחי מוסך הצוות פחחות	03-9221185
1998	האיזמל 8 א.ת נס ציונה , נס ציונה	אומנות פחחות וצבע-הסדנא של יריב	050-6468463
1999	הבנאי 26 , חולון	גדעון פחחות רכב	03-5583742
2000	יתום משה 37 א.ת , רחובות	מוסך יצחק בכר	08-9364274
2001	המלאכה 6 ת.ד 2158 , רעננה	אוטורן בע מ	09-7415888
2002	ברוך הירש 26 , בני ברק	אליתים גיא אר.פי.אם	03-6199101
2003	שמוטקין 18 , ראשון לציון	מאיר ישראל מוסך מאיר	03-9674991
2004	ברשבסקי 5 א.ת.ישן , ראשון לציון	המוסך הנכון בעמ	03-9501823
2005	היוגב 2 , חולון	מוסך מינו ברדה 1989 בעמ	03-5508313
2006	נחשון 25 א.ת. סגולה , פתח תקווה	שלמה תחבורה (2007) בע מ	03-9346633
2007	המלאכה 18 , רעננה	בני זגגות רכב	09-7461859
2008	יתום 5 , רחובות	מרכז לשירותי רכב חשמל מוטי בעמ	08-9463848
2009	ת.ד )8307תחנת מעבר השרון( , נתניה	דשא איכות הסביבה בע מ	09-7404240
2010	החשמונאים 9 , בני ברק	המדביק בני ברק (1985) בע מ	03-5791915
2011	נחלים 1 ת.ד.157 , נחלים	זום אופנועים 1993 בע מ	03-9327527
2012	ת.ד 1806 , כפר קאסם	עאמר מוחמד - מוסך כפר קאסם	053-2272199
2013	פנקס 15 , נתניה	חג'ג דניאל אגזוזי קרן	09-8870007
2014	ת.ד 2057 כפר קאסם ת.דלק , כפר קאסם	עיסא עבד צמיגי תיק תק	053-5792753
2015	אזור תעשיה.א.רמלה היצירה 13 , רמלה	וחידי רמלה בע מ	08-9245880
2016	א.תעשיה ת.ד.145 , בני עי ש	יוניון מוטורס בע מ	08-8692259
2017	ת.ד 139 בני עיש , בני עי ש	צ'מפיון מוטורס בע מ	08-8545959
2018	ת.ד 1429 , טייבה	גאבלי אמין מוסך גאבלי	09-8949369
2019	התעשיה 6 , רעננה	מוסך פרו מוטורס בע מ	09-7420954
